flipped labels
0.6911507,0.6790395
0.6902138,0.67726266
0.6915209,0.67827284
0.68974555,0.6790114
0.68985,0.6794792
0.6913049,0.6788186
0.69047666,0.6794553
0.68937635,0.680452
0.69056106,0.67950994
0.6895843,0.67958605
0.69069743,0.67882556
0.6909068,0.67747414
0.6904919,0.6793586
0.69112855,0.67781526
0.6902318,0.6790371
0.6899103,0.67831314
0.6902009,0.6800467
0.6901834,0.6759506
0.690971,0.6784924
0.6910441,0.67993414
0.68912673,0.6794951
0.69149137,0.67659044
0.6895752,0.67696786
0.6899842,0.6776316
0.6900948,0.6773548
0.69058096,0.6781775
0.6896576,0.6782651
0.68901646,0.6761428
0.68941987,0.6801333
0.6900836,0.67909825
0.6898434,0.6780075
0.6908756,0.676613
0.6896056,0.6793903
0.6893866,0.6791988
0.68922603,0.6766615
0.6894052,0.67593133
0.6883304,0.67920303
0.68962973,0.6782717
0.69022286,0.6743632
0.6897807,0.6758076
0.6895534,0.6774409
0.68973964,0.67756575
0.690395,0.6764587
0.68919086,0.6778892
0.68818015,0.67537177
0.68863034,0.6772776
0.68825215,0.6773504
0.68897516,0.6762779
0.6871013,0.67731327
0.6871125,0.67564887
0.68780065,0.67440104
0.6876542,0.6738878
0.6885339,0.6749946
0.68894887,0.67423594
0.6888747,0.6754682
0.68767655,0.67695606
0.68635035,0.6771014
0.68766886,0.6760372
0.68658155,0.675174
0.6879765,0.67364645
0.68818974,0.6731024
0.68841267,0.67355335
0.6847743,0.67451465
0.6848419,0.6729196
0.68596536,0.6750633
0.6846592,0.6775123
0.6839552,0.6764672
0.6846153,0.67634916
0.68350315,0.67501366
0.68266046,0.67456895
0.68517697,0.67402226
0.68317807,0.67568034
0.6816703,0.6765261
0.67793405,0.6767659
0.68246937,0.67300683
0.6780765,0.67231655
0.67721486,0.6706722
0.67766285,0.6711663
0.67717934,0.67524046
0.67679375,0.6727121
0.6727525,0.6746913
0.67114115,0.6819974
0.6719757,0.67937046
0.6701664,0.673838
0.66982925,0.67680097
0.66672546,0.67949486
0.6687752,0.683166
0.6670713,0.6884676
0.6646826,0.68961734
0.66146487,0.67837954
0.6584157,0.6850795
0.65651387,0.6813142
0.6549428,0.7009458
0.646634,0.7025888
0.64271855,0.69302577
0.64560795,0.70741177
0.6486396,0.67968214
0.61734104,0.6874061
0.6349858,0.73684025
0.6093495,0.69714177
flipped labels
0.62775797,0.7677697
0.6284566,0.6406907
0.6349202,0.95938015
0.6064927,0.9485173
0.65020204,0.93155175
0.6599469,0.91984147
0.6357926,0.91348845
0.65222204,0.90688276
0.66336715,0.89622253
0.660436,0.87017035
0.6555111,0.5765216
0.6536513,0.90565526
0.6489483,0.8669928
0.67448866,0.589924
0.6517572,0.84252566
0.6816666,0.5835812
0.6689733,0.88788307
0.7334557,0.45110863
0.68602395,1.0331838
0.6924146,1.0175898
0.6880537,1.0113672
0.7116453,0.98572916
0.69904244,0.9814913
0.70928806,0.95932835
0.7285542,0.96649754
0.67130065,0.5750191
0.67029524,0.6677757
0.6523597,0.6715872
0.66326416,0.8125616
0.6647264,0.65021825
0.6599922,0.8442371
0.67135036,0.6501759
0.6636679,0.7001128
0.65434587,0.6638994
0.6504177,0.6935902
0.63997644,0.73200494
0.6554651,0.5889181
0.70633066,0.9901681
0.6946806,0.9919859
0.7209047,0.97269
0.7388917,0.39193496
0.6695129,0.66805947
0.6785153,0.6590024
0.67597115,0.659596
0.66145515,0.6768112
0.66237414,0.6888492
0.66481245,0.7416846
0.67053974,0.6079923
0.65082866,0.73963284
0.6593008,0.5839653
0.6917191,1.000464
0.6904386,0.930064
0.6863483,0.5084832
0.653589,0.69295084
0.66685635,0.68123126
0.64934564,0.7130848
0.65390193,0.6751275
0.64934266,0.6701578
0.62560856,0.721429
0.6306468,0.6817471
0.62467253,0.90253747
0.64124066,0.81067437
0.7148594,0.4164135
0.84257936,1.4832255
0.8446489,1.3344846
0.8809663,1.2933204
0.8306936,1.2658501
0.8529216,1.2477837
0.8638756,1.2365825
0.85979295,1.1983454
0.89264774,1.1765991
0.6746018,0.6440167
0.66380084,0.6336339
0.6653298,0.60008156
0.6622423,0.59663475
